StripChart:,Data,
Date:, Tue Feb 14 15:14:22 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 14918,
Time Interval,         1, to ,    895021,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,Naptha Cut Point - Research Octane Number (Naptha),Diesel Centane Index - Cetane Index (DieselMix),HMI - G8:,HMI - G10:,HMI - G11:,HMI - G13:,HMI - G14:,HMI - G15:,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),
[seconds],[],[],[],[],[],[],[],[],[C],[C],[C],[C],[C],
        8641,     60.3317,     46.8088,      17.689,     13.3195,     16.5112,     99.1489,    0.425532,    0.425531,     173.274,     159.787,     269.233,     325.132,     363.004,
        8701,     60.3329,     46.8078,     17.7171,     13.3195,     16.5111,     99.1489,    0.425532,    0.425532,     173.288,     159.789,      269.24,     325.169,     363.069,
        8761,      60.334,     46.8068,     17.7459,     13.3195,     16.5111,     99.1489,    0.425532,    0.425532,     173.302,      159.79,     269.247,     325.204,     363.131,
        8821,      60.335,     46.8058,     17.7751,     13.3194,     16.5111,     99.1489,    0.425532,    0.425532,     173.315,     159.791,     269.253,     325.239,     363.192,
        8881,     60.3361,     46.8048,      17.805,     13.3194,     16.5111,     99.1489,    0.425532,    0.425532,     173.328,     159.792,     269.259,     325.132,     363.251,
        8941,     60.3372,     46.8038,     17.8353,     13.3194,      16.511,     99.1489,    0.425532,    0.425532,     173.341,     159.794,     269.264,     325.172,     363.308,
        9001,     60.3382,     46.8028,     17.8661,     13.3194,      16.511,     99.1489,    0.425532,    0.425532,     173.353,     159.795,     269.269,      325.21,     363.364,
        9061,     60.3392,     46.8018,     17.8974,     13.3193,      16.511,     99.1489,    0.425532,    0.425532,     173.365,     159.796,     269.274,     325.247,     363.418,
        9121,     60.3402,     46.8009,      17.929,     13.3193,      16.511,     99.1489,    0.425532,    0.425532,     173.377,     159.797,     269.279,     325.282,      363.47,
        9181,     60.3412,     46.7999,     17.9611,     13.3193,     16.5109,     99.1489,    0.425532,    0.425532,     173.389,     159.798,     269.283,     325.316,      363.52,
        9241,     60.3422,      46.799,     17.9935,     13.3193,     16.5109,     99.1489,    0.425532,    0.425532,       173.4,     159.799,     269.287,     325.348,     363.569,
        9301,     60.3431,      46.798,     18.0263,     13.3193,     16.5109,     99.1489,    0.425532,    0.425532,     173.411,     159.801,     269.291,     325.379,     363.617,
        9361,      60.344,     46.7971,     18.0593,     13.3193,     16.5109,     99.1489,    0.425532,    0.425532,     173.422,     159.802,     269.294,     325.409,     363.663,
        9421,      60.345,     46.7962,     18.0927,     13.3192,     16.5109,     99.1489,    0.425532,    0.425532,     173.433,     159.803,     269.297,     325.437,     363.707,
        9481,     60.3459,     46.7953,     18.1262,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.443,     159.804,       269.3,     325.464,      363.75,
        9541,     60.3467,     46.7944,       18.16,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.453,     159.805,     269.303,      325.49,     363.791,
        9601,     60.3476,     46.7936,     18.1939,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.463,     159.806,     269.306,     325.514,     363.831,
        9661,     60.3485,     46.7927,      18.228,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.473,     159.808,     269.308,     325.538,      363.87,
        9721,     60.3493,     46.7919,     18.2623,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.482,     159.809,      269.31,      325.56,     363.907,
        9781,     60.3501,     46.7911,     18.2966,     13.3192,     16.5108,     99.1489,    0.425532,    0.425532,     173.492,      159.81,     269.312,     325.581,     363.942,
        9841,      60.351,     46.7903,      18.331,     13.3191,     16.5107,     99.1489,    0.425532,    0.425532,     173.501,     159.811,     269.314,     325.601,     363.977,
        9901,     60.3518,     46.7895,     18.3654,     13.3191,     16.5107,     99.1489,    0.425532,    0.425532,     173.509,     159.812,     269.316,      325.62,      364.01,
        9961,     60.3525,     46.7887,     18.3999,     13.3191,     16.5107,     99.1489,    0.425532,    0.425532,     173.518,     159.813,     269.317,     325.637,     364.041,
       10021,     60.3533,     46.7879,     18.4343,     13.3191,     16.5107,     99.1489,    0.425532,    0.425532,     173.527,     159.814,     269.319,     325.654,     364.072,
       10081,     60.3541,     46.7872,     18.4687,     13.3191,     16.5107,     99.1489,    0.425532,    0.425532,     173.535,     159.816,      269.32,      325.67,     364.101,
       10141,     60.3548,     46.7865,      18.503,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,     173.543,     159.817,     269.321,     325.685,     364.129,
       10201,     60.3555,     46.7858,     18.5373,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,     173.551,     159.818,     269.322,     325.699,     364.156,
       10261,     60.3563,     46.7851,     18.5714,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,     173.559,     159.819,     269.323,     325.712,     364.182,
       10321,      60.357,     46.7844,     18.6054,      13.319,     16.5106,     99.1489,    0.425532,    0.425532,     173.567,      159.82,     269.324,     325.724,     364.206,
       10381,     60.3577,     46.7837,     18.6392,      13.319,     16.5106,     99.1489,    0.425532,    0.425532,     173.574,     159.821,     269.324,     325.736,      364.23,
       10441,     60.3583,     46.7831,     18.6728,      13.319,     16.5106,     99.1489,    0.425532,    0.425532,     173.581,     159.822,     269.325,     325.746,     364.252,
       10501,      60.359,     46.7824,     18.7063,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.589,     159.823,     269.325,     325.756,     364.274,
       10561,     60.3597,     46.7818,     18.7394,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.596,     159.825,     269.326,     325.765,     364.294,
       10621,     60.3603,     46.7812,     18.7724,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.603,     159.826,     269.326,     325.774,     364.314,
       10681,     60.3609,     46.7807,      18.805,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.609,     159.827,     269.326,     325.782,     364.333,
       10741,     60.3616,     46.7801,     18.8374,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.616,     159.828,     269.326,     325.789,      364.35,
       10801,     60.3622,     46.7796,     18.8694,     13.3189,     16.5105,     99.1489,    0.425532,    0.425532,     173.622,     159.829,     269.326,     325.796,     364.367,
       10861,     60.3628,      46.779,     18.9011,     13.3189,     16.5105,     99.1489,    0.425532,    0.425532,     173.629,      159.83,     269.326,     325.802,     364.383,
       10921,     60.3634,     46.7785,     18.9325,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.635,     159.831,     269.326,     325.807,     364.398,
       10981,     60.3639,      46.778,     18.9634,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.641,     159.832,     269.326,     325.812,     364.413,
       11041,     60.3645,     46.7776,      18.994,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.647,     159.833,     269.326,     325.816,     364.426,
       11101,     60.3651,     46.7772,     19.0241,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.653,     159.834,     269.325,      325.82,     364.439,
       11161,     60.3656,     46.7768,     19.0538,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.658,     159.835,     269.325,     325.824,     364.451,
       11221,     60.3662,     46.7764,     19.0831,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.664,     159.836,     269.324,     325.827,     364.463,
       11281,     60.3667,     46.7759,     19.1119,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.669,     159.837,     269.324,      325.83,     364.474,
       11341,     60.3672,     46.7755,     19.1402,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.675,     159.838,     269.323,     325.832,     364.484,
       11401,     60.3677,     46.7752,      19.168,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.68,     159.839,     269.323,     325.834,     364.493,
       11461,     60.3682,     46.7748,     19.1953,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.685,     159.839,     269.322,     325.836,     364.502,
       11521,     60.3687,     46.7744,     19.2221,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.69,      159.84,     269.321,     325.837,     364.511,
       11581,     60.3692,     46.7741,     19.2484,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.695,     159.841,     269.321,     325.838,     364.519,
       11641,     60.3697,     46.7738,     19.2741,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,       173.7,     159.842,      269.32,     325.839,     364.526,
       11701,     60.3701,     46.7734,     19.2992,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.705,     159.843,     269.319,      325.84,     364.533,
       11761,     60.3706,     46.7731,     19.3238,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.709,     159.843,     269.318,      325.84,     364.539,
       11821,     60.3711,     46.7729,     19.3477,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.714,     159.844,     269.317,      325.84,     364.545,
       11881,     60.3715,     46.7726,     19.3711,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.718,     159.845,     269.316,      325.84,     364.551,
       11941,     60.3719,     46.7723,     19.3939,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.722,     159.845,     269.315,      325.84,     364.556,
       12001,     60.3724,     46.7721,      19.416,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.726,     159.846,     269.314,     325.839,      364.56,
       12061,     60.3728,     46.7718,     19.4376,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.731,     159.847,     269.313,     325.839,     364.565,
       12121,     60.3732,     46.7716,     19.4585,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.735,     159.847,     269.312,     325.838,     364.569,
       12181,     60.3736,     46.7714,     19.4787,     13.3189,     16.5103,     99.1489,    0.425532,    0.425532,     173.739,     159.848,     269.311,     325.837,     364.572,
       12241,      60.374,     46.7712,     19.4983,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.742,     159.848,     269.309,     325.836,     364.576,
       12301,     60.3744,      46.771,     19.5173,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.746,     159.849,     269.308,     325.835,     364.579,
       12361,     60.3748,     46.7708,     19.5356,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.75,     159.849,     269.307,     325.834,     364.581,
       12421,     60.3751,     46.7706,     19.5533,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.753,      159.85,     269.306,     325.833,     364.584,
       12481,     60.3755,     46.7704,     19.5702,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.757,      159.85,     269.304,     325.831,     364.586,
       12541,     60.3759,     46.7703,     19.5866,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.76,      159.85,     269.303,      325.83,     364.588,
       12601,     60.3762,     46.7701,     19.6022,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.764,     159.851,     269.302,     325.828,      364.59,
       12661,     60.3766,       46.77,     19.6172,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.767,     159.851,       269.3,     325.827,     364.591,
       12721,     60.3769,     46.7698,     19.6314,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.77,     159.852,     269.299,     325.825,     364.593,
       12781,     60.3772,     46.7697,      19.645,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.773,     159.852,     269.297,     325.823,     364.594,
       12841,     60.3776,     46.7696,      19.658,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.776,     159.852,     269.296,     325.822,     364.595,
       12901,     60.3779,     46.7695,     19.6702,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.779,     159.852,     269.294,      325.82,     364.595,
       12961,     60.3782,     46.7694,     19.6818,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.782,     159.853,     269.293,     325.818,     364.596,
       13021,     60.3785,     46.7693,     19.6926,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.785,     159.853,     269.291,     325.816,     364.596,
       13081,     60.3788,     46.7692,     19.7028,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.787,     159.853,     269.289,     325.814,     364.597,
       13141,     60.3791,     46.7691,     19.7123,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,      173.79,     159.853,     269.288,     325.813,     364.597,
       13201,     60.3794,      46.769,     19.7212,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.792,     159.853,     269.286,     325.811,     364.597,
       13261,     60.3797,     46.7689,     19.7294,     13.3189,     16.5104,     99.1489,    0.425532,    0.425532,     173.795,     159.853,     269.285,     325.809,     364.597,
       13321,       60.38,     46.7688,     19.7368,      13.319,     16.5104,     99.1489,    0.425532,    0.425532,     173.797,     159.853,     269.283,     325.807,     364.597,
       13381,     60.3803,     46.7688,     19.7437,      13.319,     16.5104,     99.1489,    0.425532,    0.425532,       173.8,     159.853,     269.281,     325.805,     364.596,
       13441,     60.3806,     46.7687,     19.7498,      13.319,     16.5104,     99.1489,    0.425532,    0.425532,     173.802,     159.853,     269.279,     325.803,     364.596,
       13501,     60.3808,     46.7686,     19.7554,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.804,     159.853,     269.278,     325.801,     364.595,
       13561,     60.3811,     46.7686,     19.7602,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.806,     159.853,     269.276,       325.8,     364.595,
       13621,     60.3813,     46.7685,     19.7644,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.808,     159.853,     269.274,     325.798,     364.594,
       13681,     60.3816,     46.7685,      19.768,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.811,     159.853,     269.272,     325.796,     364.594,
       13741,     60.3818,     46.7684,     19.7709,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.812,     159.853,     269.271,     325.794,     364.593,
       13801,     60.3821,     46.7684,     19.7732,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.814,     159.853,     269.269,     325.792,     364.592,
       13861,     60.3823,     46.7683,     19.7749,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.816,     159.853,     269.267,      325.79,     364.591,
       13921,     60.3826,     46.7683,     19.7759,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.818,     159.852,     269.265,     325.788,      364.59,
       13981,     60.3828,     46.7683,     19.7764,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,      173.82,     159.852,     269.263,     325.787,     364.589,
       14041,      60.383,     46.7682,     19.7762,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.821,     159.852,     269.261,     325.785,     364.588,
       14101,     60.3832,     46.7682,     19.7755,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.823,     159.852,     269.259,     325.783,     364.587,
       14161,     60.3834,     46.7682,     19.7742,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.825,     159.851,     269.257,     325.781,     364.586,
       14221,     60.3836,     46.7682,     19.7723,      13.319,     16.5105,     99.1489,    0.425532,    0.425532,     173.826,     159.851,     269.255,     325.779,     364.585,
       14281,     60.3839,     46.7681,     19.7698,     13.3191,     16.5105,     99.1489,    0.425532,    0.425532,     173.828,     159.851,     269.254,     325.778,     364.584,
       14341,     60.3841,     46.7681,     19.7668,     13.3191,     16.5105,     99.1489,    0.425532,    0.425532,     173.829,      159.85,     269.252,     325.776,     364.583,
       14401,     60.3843,     46.7681,     19.7632,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,      173.83,      159.85,      269.25,     325.774,     364.581,
       14461,     60.3844,     46.7681,     19.7591,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,     173.832,      159.85,     269.248,     325.772,      364.58,
       14521,     60.3846,      46.768,     19.7545,     13.3191,     16.5106,     99.1489,    0.425532,    0.425532,     173.833,     159.849,     269.246,      325.77,     364.579,
